contig_id	mean_contig_cov	cluster_id	nucl_freq.gc	length
NODE_100_length_78594_cov_70.323142	478.237428571429	19	57.2244700613278	78594
NODE_101_length_78202_cov_72.697304	491.414	19	54.8259635303445	78202
NODE_102_length_77661_cov_71.175342	483.480142857143	19	55.3559701780817	77661
NODE_103_length_73112_cov_70.321381	479.02	19	57.1014334172229	73112
NODE_104_length_71994_cov_71.244966	482.287571428571	19	54.265633247215	71994
NODE_105_length_71850_cov_71.139871	484.490857142857	19	49.0647181628392	71850
NODE_106_length_71625_cov_71.325548	481.508857142857	19	56.8949389179756	71625
NODE_107_length_69924_cov_71.452613	482.436666666667	19	55.7920027458383	69924
NODE_108_length_68355_cov_69.581946	469.353666666667	19	57.711944993051	68355
NODE_109_length_66687_cov_73.124970	496.386666666667	19	53.5246749741329	66687
NODE_10_length_699328_cov_71.104258	482.690130434783	19	56.5275521643635	699328
NODE_110_length_66615_cov_72.877437	492.352	19	53.6891090595211	66615
NODE_111_length_65661_cov_71.496612	484.999166666667	19	56.2662767853063	65661
NODE_112_length_64526_cov_73.616578	499.232666666667	19	53.1367200818275	64526
NODE_113_length_62555_cov_70.928333	479.367166666667	19	56.117017025018	62555
NODE_114_length_60883_cov_73.181447	496.165166666667	19	53.4549874349161	60883
NODE_115_length_59707_cov_70.338100	477.3786	19	56.1307719362889	59707
NODE_116_length_57450_cov_71.088882	479.1054	19	55.1784160139252	57450
NODE_117_length_56942_cov_72.456006	489.7244	19	55.3317410698606	56942
NODE_118_length_53573_cov_71.896681	484.2528	19	55.9292927407463	53573
NODE_119_length_53053_cov_71.933303	483.8644	19	55.7367161140746	53053
NODE_11_length_666932_cov_71.387966	483.090121212121	19	56.115615984838	666932
NODE_120_length_51001_cov_73.639364	496.8406	19	46.1520362345836	51001
NODE_121_length_50296_cov_71.812872	484.1818	19	56.9588038810243	50296
NODE_122_length_47714_cov_71.473575	482.4265	19	55.0173953137444	47714
NODE_123_length_47628_cov_72.658260	492.30625	19	53.72679936172	47628
NODE_124_length_47239_cov_69.106342	470.49475	19	57.6261140159614	47239
NODE_125_length_45781_cov_69.706181	468.4015	19	58.0808632402088	45781
NODE_126_length_44038_cov_72.935506	500.31275	25	46.4939370543621	44038
NODE_127_length_43005_cov_69.786114	473.54375	19	57.8467620044181	43005
NODE_128_length_41515_cov_69.292742	468.90375	19	57.4539323136216	41515
NODE_129_length_40043_cov_71.177097	484.69775	19	41.3580401068851	40043
NODE_12_length_625089_cov_70.161810	474.039032258065	19	56.5005943153695	625089
NODE_130_length_39600_cov_71.203101	481.591333333333	19	57.3560606060606	39600
NODE_131_length_39598_cov_71.639533	483.374666666667	19	56.1290974291631	39598
NODE_132_length_35828_cov_72.583401	491.166666666667	25	37.9033158423579	35828
NODE_133_length_35436_cov_68.697244	464.669666666667	19	58.2853595213907	35436
NODE_134_length_34431_cov_70.687762	477.921666666667	19	57.2710638668642	34431
NODE_135_length_33488_cov_68.307904	460.882333333333	19	59.2600334448161	33488
NODE_136_length_33128_cov_2196.339868	14847.511	22	24.87321902922	33128
NODE_137_length_30544_cov_72.501923	487.098666666667	19	53.9582242011524	30544
NODE_138_length_30010_cov_70.794130	477.946	19	55.4348550483172	30010
NODE_139_length_28202_cov_70.990312	490.546	19	38.6639245443586	28202
NODE_13_length_624872_cov_71.311101	482.123612903226	19	55.2527557643805	624872
NODE_140_length_26839_cov_69.167228	467.2905	19	56.9208986922016	26839
NODE_141_length_26316_cov_70.064836	471.8845	19	57.2275421796626	26316
NODE_142_length_23722_cov_72.170078	491.375	19	53.9583508979007	23722
NODE_143_length_23579_cov_70.183609	476.7895	19	54.9302345307265	23579
NODE_144_length_23402_cov_71.113942	475.5575	4	37.3130501666524	23402
NODE_145_length_20303_cov_78.199891	527.0705	4	22.4351081121017	20303
NODE_146_length_18436_cov_882.220766	6076.994	8	56.2594922976785	18436
NODE_147_length_17488_cov_70.395887	473.246	19	57.3764867337603	17488
NODE_148_length_16788_cov_69.933677	469.65	19	58.0831546342626	16788
NODE_149_length_16090_cov_71.498215	484.229	19	53.1696706028589	16090
NODE_14_length_588514_cov_71.036180	481.471603448276	19	55.9947596828623	588514
NODE_150_length_15255_cov_68.442887	457.416	19	59.4362504097017	15255
NODE_151_length_14912_cov_67.925600	455.953	19	60.5619635193133	14912
NODE_152_length_14813_cov_69.416179	466.345	19	59.5490447579829	14813
NODE_153_length_13244_cov_71.875276	485.211	19	55.3307157958321	13244
NODE_154_length_11497_cov_69.512753	471.371	19	54.5011742193616	11497
NODE_155_length_11391_cov_71.397905	483.933	19	52.3659029058028	11391
NODE_156_length_10851_cov_71.238157	477.75	19	52.4652105796701	10851
NODE_157_length_10828_cov_72.306700	484.685	4	22.01699298116	10828
NODE_158_length_8685_cov_59.857677	431.752	20	23.1663788140472	8685
NODE_159_length_7771_cov_4601.692962	33286.976	15	57.2255822931412	7771
NODE_15_length_573440_cov_71.641759	485.015649122807	19	55.2573939732143	573440
NODE_160_length_6470_cov_67.634715	454.586	4	30.1545595054096	6470
NODE_161_length_5936_cov_141.256154	925.003	24	57.5134770889488	5936
NODE_162_length_5381_cov_70.527027	470.993	19	54.9340271325033	5381
NODE_163_length_5289_cov_74.487795	495.893	19	48.6859519757988	5289
NODE_164_length_5232_cov_67.059354	441.086	5	61.5252293577982	5232
NODE_165_length_5024_cov_67.631407	447.239	5	58.5191082802548	5024
