contig_id	mean_contig_cov	cluster_id	nucl_freq.gc	length
NODE_1000_length_287_cov_0.375000	3.16	NA	51.219512195122	287
NODE_1001_length_287_cov_0.268750	4.589	NA	59.2334494773519	287
NODE_1002_length_286_cov_159.968553	257.976	NA	56.993006993007	286
NODE_1003_length_286_cov_1.075472	6.801	NA	55.9440559440559	286
NODE_1004_length_286_cov_0.572327	2.094	NA	29.020979020979	286
NODE_1005_length_286_cov_0.559748	4.958	NA	55.9440559440559	286
NODE_1006_length_286_cov_0.547170	2.836	NA	49.3006993006993	286
NODE_1007_length_286_cov_0.339623	29.678	NA	31.1188811188811	286
NODE_1008_length_286_cov_0.289308	0.633	NA	34.965034965035	286
NODE_1009_length_285_cov_455.094937	505.081	NA	39.2982456140351	285
NODE_100_length_79677_cov_79.246373	568.004	98	55.6634913463107	79677
NODE_1010_length_285_cov_10.594937	121.681	NA	58.2456140350877	285
NODE_1011_length_285_cov_1.575949	739.46	NA	54.3859649122807	285
NODE_1012_length_285_cov_1.044304	332.249	NA	49.1228070175439	285
NODE_1013_length_285_cov_0.892405	41.235	NA	37.8947368421053	285
NODE_1014_length_285_cov_0.481013	210.811	NA	60.7017543859649	285
NODE_1015_length_285_cov_0.335443	4.74	NA	22.1052631578947	285
NODE_1016_length_284_cov_436.025478	1456.113	NA	44.3661971830986	284
NODE_1017_length_284_cov_111.369427	419.415	NA	50	284
NODE_1018_length_284_cov_81.318471	300.979	NA	54.2253521126761	284
NODE_1019_length_284_cov_2.312102	36.496	NA	48.943661971831	284
NODE_101_length_78481_cov_80.706703	578.261714285714	98	52.4050407104904	78481
NODE_1020_length_284_cov_0.668790	29.046	NA	25.7042253521127	284
NODE_1021_length_284_cov_0.585987	2.113	NA	68.3098591549296	284
NODE_1022_length_284_cov_0.585987	2.113	NA	61.9718309859155	284
NODE_1023_length_284_cov_0.560510	2.099	NA	65.1408450704225	284
NODE_1024_length_284_cov_0.541401	24.683	NA	27.8169014084507	284
NODE_1025_length_284_cov_0.503185	9.961	NA	46.4788732394366	284
NODE_1026_length_284_cov_0.445860	72.972	NA	53.169014084507	284
NODE_1027_length_284_cov_0.350318	21.944	NA	54.2253521126761	284
NODE_1028_length_284_cov_0.312102	7.648	NA	54.9295774647887	284
NODE_1029_length_284_cov_0.305732	3.067	NA	24.6478873239437	284
NODE_102_length_76712_cov_80.637096	575.393142857143	98	51.5004171446449	76712
NODE_1030_length_284_cov_0.222930	4.162	NA	60.2112676056338	284
NODE_1031_length_284_cov_0.203822	1.042	NA	69.7183098591549	284
NODE_1032_length_283_cov_288.294872	1153.94	NA	55.1236749116608	283
NODE_1033_length_283_cov_4.410256	36.792	NA	26.5017667844523	283
NODE_1034_length_283_cov_1.179487	29.502	NA	51.9434628975265	283
NODE_1035_length_283_cov_1.032051	15.636	NA	56.5371024734982	283
NODE_1036_length_283_cov_0.961538	15.837	NA	28.2685512367491	283
NODE_1037_length_283_cov_0.948718	203.548	NA	60.0706713780919	283
NODE_1038_length_283_cov_0.775641	20.431	NA	21.2014134275618	283
NODE_1039_length_283_cov_0.769231	46.816	NA	55.4770318021201	283
NODE_103_length_76480_cov_81.319031	583.711714285714	98	52.9197175732218	76480
NODE_1040_length_283_cov_0.705128	48.304	NA	49.469964664311	283
NODE_1041_length_283_cov_0.698718	8.092	NA	15.9010600706714	283
NODE_1042_length_283_cov_0.679487	33.88	NA	61.4840989399293	283
NODE_1043_length_283_cov_0.583333	2.527	NA	48.4098939929329	283
NODE_1044_length_283_cov_0.564103	17.039	NA	43.1095406360424	283
NODE_1045_length_283_cov_0.564103	2.106	NA	29.3286219081272	283
NODE_1046_length_283_cov_0.493590	70.004	NA	56.5371024734982	283
NODE_1047_length_283_cov_0.442308	2.148	NA	56.1837455830389	283
NODE_1048_length_283_cov_0.391026	31.894	NA	53.7102473498233	283
NODE_1049_length_283_cov_0.352564	13.269	NA	59.7173144876325	283
NODE_104_length_75718_cov_80.378987	575.492714285714	98	51.9823555825563	75718
NODE_1050_length_283_cov_0.282051	7.608	NA	51.9434628975265	283
NODE_1051_length_282_cov_1.490323	28.007	NA	58.1560283687943	282
NODE_1052_length_282_cov_0.703226	32.546	NA	53.9007092198582	282
NODE_1053_length_282_cov_0.593548	2.128	NA	34.0425531914894	282
NODE_1054_length_282_cov_0.567742	660.663	NA	49.645390070922	282
NODE_1055_length_282_cov_0.541935	31.794	NA	57.0921985815603	282
NODE_1056_length_282_cov_0.516129	14.188	NA	49.290780141844	282
NODE_1057_length_282_cov_0.387097	1.596	NA	65.9574468085106	282
NODE_1058_length_282_cov_0.361290	44.844	NA	57.4468085106383	282
NODE_1059_length_282_cov_0.354839	7.457	NA	62.0567375886525	282
NODE_105_length_74748_cov_81.420833	582.996285714286	98	53.5679884411623	74748
NODE_1060_length_282_cov_0.206452	1.074	NA	42.5531914893617	282
NODE_1061_length_282_cov_0.116129	1.057	NA	57.4468085106383	282
NODE_1062_length_281_cov_1262.902597	2770.69	NA	53.7366548042705	281
NODE_1063_length_281_cov_152.818182	623.52	NA	45.5516014234875	281
NODE_1064_length_281_cov_139.597403	133.58	NA	59.0747330960854	281
NODE_1065_length_281_cov_66.909091	154.409	NA	56.9395017793594	281
NODE_1066_length_281_cov_2.772727	233.651	NA	54.0925266903915	281
NODE_1067_length_281_cov_1.668831	23.459	NA	29.1814946619217	281
NODE_1068_length_281_cov_1.292208	34.221	NA	52.6690391459075	281
NODE_1069_length_281_cov_1.194805	7.968	NA	58.7188612099644	281
NODE_106_length_72811_cov_80.094175	574.785714285714	98	55.016412355276	72811
NODE_1070_length_281_cov_1.064935	33.071	NA	19.2170818505338	281
NODE_1071_length_281_cov_0.928571	28.701	NA	21.3523131672598	281
NODE_1072_length_281_cov_0.837662	50.438	NA	50.5338078291815	281
NODE_1073_length_281_cov_0.740260	4.644	NA	55.5160142348754	281
NODE_1074_length_281_cov_0.571429	2.121	NA	60.8540925266904	281
NODE_1075_length_281_cov_0.551948	91.559	NA	56.5836298932384	281
NODE_1076_length_281_cov_0.506494	11.683	NA	61.9217081850534	281
NODE_1077_length_281_cov_0.493506	25.278	NA	19.2170818505338	281
NODE_1078_length_281_cov_0.454545	108	NA	59.0747330960854	281
NODE_1079_length_281_cov_0.409091	65.377	NA	56.9395017793594	281
NODE_107_length_72521_cov_78.937191	579.519857142857	98	55.2970863611919	72521
NODE_1080_length_281_cov_0.409091	151.014	NA	58.7188612099644	281
NODE_1081_length_281_cov_0.350649	8.822	NA	56.9395017793594	281
NODE_1082_length_281_cov_0.324675	2.865	NA	60.4982206405694	281
NODE_1083_length_281_cov_0.292208	7.822	NA	19.2170818505338	281
NODE_1084_length_281_cov_0.285714	1.06	NA	42.7046263345196	281
NODE_1085_length_281_cov_0.110390	3.153	NA	48.7544483985765	281
NODE_1086_length_280_cov_136.921569	321.311	NA	63.5714285714286	280
NODE_1087_length_280_cov_48.875817	242.514	NA	49.2857142857143	280
NODE_1088_length_280_cov_3.705882	25.843	NA	40	280
NODE_1089_length_280_cov_0.771242	27.957	NA	51.0714285714286	280
NODE_108_length_72019_cov_79.696183	571.276285714286	98	55.0340882267179	72019
NODE_1090_length_280_cov_0.588235	2.136	NA	66.7857142857143	280
NODE_1091_length_280_cov_0.575163	2.129	NA	45	280
NODE_1092_length_280_cov_0.509804	2.061	NA	45.7142857142857	280
NODE_1093_length_280_cov_0.379085	5.329	NA	48.2142857142857	280
NODE_1094_length_280_cov_0.359477	3.029	NA	48.5714285714286	280
NODE_1095_length_280_cov_0.294118	19.818	NA	35.3571428571429	280
NODE_1096_length_279_cov_1.388158	24.1	NA	29.0322580645161	279
NODE_1097_length_279_cov_0.940789	52.029	NA	51.6129032258064	279
NODE_1098_length_279_cov_0.861842	27.036	NA	35.1254480286738	279
NODE_1099_length_279_cov_0.802632	47.491	NA	51.2544802867383	279
NODE_109_length_70834_cov_79.458427	569.089	98	53.9881977581387	70834
NODE_10_length_288860_cov_79.571732	571.4635	98	54.3907083015994	288860
NODE_1100_length_279_cov_0.796053	9.681	NA	28.673835125448	279
NODE_1101_length_279_cov_0.763158	17.011	NA	33.6917562724014	279
NODE_1102_length_279_cov_0.572368	509.237	NA	45.5197132616487	279
NODE_1103_length_279_cov_0.388158	3.398	NA	59.4982078853047	279
NODE_1104_length_279_cov_0.388158	53.323	NA	53.405017921147	279
NODE_1105_length_279_cov_0.368421	969.523	NA	30.1075268817204	279
NODE_1106_length_279_cov_0.355263	257.864	NA	43.010752688172	279
NODE_1107_length_279_cov_0.302632	36.305	NA	53.7634408602151	279
NODE_1108_length_279_cov_0.302632	1.075	NA	60.9318996415771	279
NODE_1109_length_279_cov_0.302632	1.075	NA	62.3655913978495	279
NODE_110_length_70717_cov_79.538377	570.044428571429	98	55.0574826420804	70717
NODE_1110_length_279_cov_0.296053	1.91	NA	49.4623655913978	279
NODE_1111_length_278_cov_2.052980	149.971	NA	52.8776978417266	278
NODE_1112_length_278_cov_1.688742	44.36	NA	32.3741007194245	278
NODE_1113_length_278_cov_0.993377	4.097	NA	52.158273381295	278
NODE_1114_length_278_cov_0.596026	10.802	NA	51.4388489208633	278
NODE_1115_length_278_cov_0.450331	2.151	NA	54.6762589928058	278
NODE_1116_length_278_cov_0.443709	109.007	NA	46.7625899280576	278
NODE_1117_length_278_cov_0.443709	74.302	NA	47.1223021582734	278
NODE_1118_length_278_cov_0.304636	1.079	NA	62.589928057554	278
NODE_1119_length_278_cov_0.304636	1.079	NA	49.2805755395683	278
NODE_111_length_68906_cov_79.867198	574.243833333333	98	55.6889095289235	68906
NODE_1120_length_278_cov_0.304636	1.079	NA	39.568345323741	278
NODE_1121_length_278_cov_0.304636	1.079	NA	32.0143884892086	278
NODE_1122_length_278_cov_0.298013	1.076	NA	63.6690647482014	278
NODE_1123_length_278_cov_0.298013	1.076	NA	52.5179856115108	278
NODE_1124_length_278_cov_0.298013	1.076	NA	47.1223021582734	278
NODE_1125_length_278_cov_0.298013	1.076	NA	47.841726618705	278
NODE_1126_length_278_cov_0.298013	1.076	NA	35.6115107913669	278
NODE_1127_length_278_cov_0.298013	1.076	NA	65.8273381294964	278
NODE_1128_length_274_cov_75.938776	310.139	NA	55.4744525547445	274
NODE_1129_length_274_cov_68.156463	253.215	NA	59.1240875912409	274
NODE_112_length_68541_cov_80.429123	576.145166666667	98	53.0923097124349	68541
NODE_1130_length_271_cov_1327.430556	2490.9	NA	58.6715867158672	271
NODE_1131_length_271_cov_472.645833	1855.295	NA	51.6605166051661	271
NODE_1132_length_271_cov_216.548611	737.469	NA	45.7564575645756	271
NODE_1133_length_270_cov_75.125874	265.289	NA	54.4444444444444	270
NODE_1134_length_270_cov_69.475524	292.133	NA	41.1111111111111	270
NODE_1135_length_269_cov_379.169014	1379.792	NA	56.1338289962825	269
NODE_1136_length_269_cov_232.591549	186.903	NA	52.4163568773234	269
NODE_1137_length_268_cov_391.262411	477.243	NA	59.7014925373134	268
NODE_1138_length_267_cov_272.414286	504.255	NA	54.6816479400749	267
NODE_1139_length_267_cov_68.321429	263.221	NA	53.5580524344569	267
NODE_113_length_67980_cov_82.263820	589.313333333333	98	54.0967931744631	67980
NODE_1140_length_266_cov_136.705036	310.248	NA	44.3609022556391	266
NODE_1141_length_266_cov_100.517986	544.729	NA	57.5187969924812	266
NODE_1142_length_265_cov_72.231884	247.63	NA	45.6603773584906	265
NODE_1143_length_264_cov_18.649635	247.799	NA	46.2121212121212	264
NODE_1144_length_262_cov_54.822222	237.126	NA	48.4732824427481	262
NODE_1145_length_262_cov_0.370370	6.935	NA	59.5419847328244	262
NODE_1146_length_261_cov_373.119403	679.333	NA	59.0038314176245	261
NODE_1147_length_260_cov_451.593985	1501.323	NA	56.9230769230769	260
NODE_1148_length_258_cov_147.572519	250.508	NA	55.4263565891473	258
NODE_1149_length_258_cov_35.061069	91.124	NA	61.2403100775194	258
NODE_114_length_67903_cov_81.732383	587.132833333333	98	55.150729717391	67903
NODE_1150_length_257_cov_60.215385	204.039	NA	42.8015564202335	257
NODE_1151_length_256_cov_22.217054	307.809	NA	52.34375	256
NODE_1152_length_255_cov_268.656250	474.314	NA	56.078431372549	255
NODE_1153_length_255_cov_225.828125	269.518	NA	58.4313725490196	255
NODE_1154_length_255_cov_204.078125	648.435	NA	44.7058823529412	255
NODE_1155_length_255_cov_198.773438	93.733	NA	40.7843137254902	255
NODE_1156_length_255_cov_183.632812	165.612	NA	52.5490196078431	255
NODE_1157_length_255_cov_83.039062	293.098	NA	52.9411764705882	255
NODE_1158_length_255_cov_77.796875	232.706	NA	46.6666666666667	255
NODE_1159_length_255_cov_42.398438	144.427	NA	52.156862745098	255
NODE_115_length_67629_cov_85.070057	582.817833333333	98	52.4316491445977	67629
NODE_1160_length_255_cov_11.914062	123.314	NA	56.8627450980392	255
NODE_1161_length_254_cov_80.968504	284.382	NA	57.8740157480315	254
NODE_1162_length_254_cov_77.677165	251.398	NA	49.6062992125984	254
NODE_1163_length_254_cov_77.204724	267.24	NA	50.7874015748031	254
NODE_1164_length_254_cov_75.629921	248.193	NA	62.5984251968504	254
NODE_1165_length_254_cov_73.779528	269.437	NA	52.755905511811	254
NODE_1166_length_254_cov_69.818898	270.402	NA	59.0551181102362	254
NODE_1167_length_254_cov_66.196850	210.106	NA	46.8503937007874	254
NODE_1168_length_254_cov_65.677165	274.657	NA	58.2677165354331	254
NODE_1169_length_254_cov_57.165354	180.713	NA	48.0314960629921	254
NODE_116_length_66854_cov_80.025462	577.230166666667	98	54.5606844766207	66854
NODE_1170_length_254_cov_56.889764	222.441	NA	60.6299212598425	254
NODE_1171_length_254_cov_33.480315	242.307	NA	45.2755905511811	254
NODE_1172_length_254_cov_31.188976	236.185	NA	50	254
NODE_1173_length_254_cov_25.590551	283.807	NA	49.6062992125984	254
NODE_1174_length_253_cov_127.015873	178.439	NA	52.9644268774704	253
NODE_1175_length_253_cov_83.365079	299.344	NA	55.3359683794466	253
NODE_1176_length_253_cov_72.198413	307.601	NA	54.9407114624506	253
NODE_1177_length_253_cov_63.468254	251.561	NA	49.802371541502	253
NODE_1178_length_253_cov_61.396825	244.324	NA	45.8498023715415	253
NODE_1179_length_253_cov_35.603175	324.561	NA	51.7786561264822	253
NODE_117_length_66506_cov_80.428238	576.612833333333	98	54.4732806062611	66506
NODE_1180_length_253_cov_35.404762	292.664	NA	49.0118577075099	253
NODE_1181_length_253_cov_28.650794	249.735	NA	46.6403162055336	253
NODE_1182_length_253_cov_20.714286	225.605	NA	47.4308300395257	253
NODE_1183_length_253_cov_16.285714	55.043	NA	48.2213438735178	253
NODE_1184_length_252_cov_84.760000	283.643	NA	51.984126984127	252
NODE_1185_length_252_cov_61.936000	274.643	NA	59.1269841269841	252
NODE_1186_length_252_cov_37.264000	266.119	NA	55.1587301587302	252
NODE_1187_length_252_cov_17.928000	59.782	NA	43.6507936507937	252
NODE_1188_length_252_cov_8.456000	235.806	NA	51.984126984127	252
NODE_1189_length_251_cov_72.233871	247.817	NA	50.597609561753	251
NODE_118_length_65301_cov_78.601498	564.3285	98	53.3575289811795	65301
NODE_1190_length_251_cov_69.403226	282.028	NA	58.5657370517928	251
NODE_1191_length_251_cov_69.016129	267.876	NA	54.5816733067729	251
NODE_1192_length_251_cov_68.629032	266.829	NA	50.996015936255	251
NODE_1193_length_251_cov_63.879032	243.542	NA	50.996015936255	251
NODE_1194_length_251_cov_49.927419	204.797	NA	58.5657370517928	251
NODE_1195_length_251_cov_48.653226	151.267	NA	52.191235059761	251
NODE_1196_length_251_cov_42.338710	246.769	NA	49.800796812749	251
NODE_1197_length_250_cov_648.813008	447.852	NA	58.4	250
NODE_1198_length_250_cov_230.081301	461.452	NA	52	250
NODE_1199_length_250_cov_65.991870	242.124	NA	51.6	250
NODE_119_length_62653_cov_79.927630	574.007333333333	98	54.5368936842609	62653
NODE_11_length_272355_cov_80.351430	575.797	98	54.7058067595601	272355
NODE_1200_length_250_cov_64.138211	236.776	NA	58.8	250
NODE_1201_length_250_cov_61.666667	234.216	NA	61.6	250
NODE_1202_length_250_cov_56.398374	114.608	NA	49.2	250
NODE_1203_length_249_cov_75.590164	233.727	NA	53.4136546184739	249
NODE_1204_length_249_cov_65.319672	258.695	NA	61.8473895582329	249
NODE_1205_length_249_cov_64.016393	263.679	NA	54.2168674698795	249
NODE_1206_length_249_cov_31.368852	233.896	NA	52.2088353413655	249
NODE_1207_length_248_cov_318.776860	1157.282	NA	54.0322580645161	248
NODE_1208_length_248_cov_59.462810	204.403	NA	48.3870967741936	248
