contig_id	mean_contig_cov	cluster_id	nucl_freq.gc	length
NODE_100_length_133987_cov_40.173764	310.713769230769	5	53.0611178696441	133987
NODE_101_length_127194_cov_39.953647	309.323583333333	5	52.6943094800069	127194
NODE_102_length_126191_cov_40.028644	308.133833333333	5	53.2534015896538	126191
NODE_103_length_124416_cov_43.480211	335.1075	5	52.8002829218107	124416
NODE_104_length_124134_cov_39.686929	307.295666666667	5	51.9172829361819	124134
NODE_105_length_124013_cov_40.055608	310.032416666667	5	50.1753848386863	124013
NODE_106_length_123703_cov_39.857448	308.490833333333	5	51.0666677445171	123703
NODE_107_length_120785_cov_40.470835	311.095416666667	5	53.6697437595728	120785
NODE_108_length_120106_cov_40.282333	311.0255	5	53.921535976554	120106
NODE_109_length_119478_cov_40.222621	309.144545454545	5	53.9002996367532	119478
NODE_10_length_576890_cov_40.095634	309.032859649123	5	52.9719703929692	576890
NODE_110_length_118222_cov_39.794022	308.270181818182	5	52.4344030721862	118222
NODE_111_length_115375_cov_39.991913	309.083181818182	5	52.9464788732394	115375
NODE_112_length_114286_cov_40.157421	308.383	5	52.6932432668918	114286
NODE_113_length_111462_cov_40.313441	311.486727272727	5	51.9127595054817	111462
NODE_114_length_109596_cov_39.991230	307.1512	5	52.7674367677652	109596
NODE_115_length_108728_cov_39.914098	308.9972	5	52.0638657935398	108728
NODE_116_length_108292_cov_39.599196	304.909	5	53.5441214494145	108292
NODE_117_length_100008_cov_39.965939	309.2987	5	52.8297736181106	100008
NODE_118_length_98727_cov_39.649645	307.168	5	52.997660214531	98727
NODE_119_length_97679_cov_39.840362	305.412555555556	5	51.4010176189355	97679
NODE_11_length_477015_cov_39.869747	308.287872340426	5	53.846315105395	477015
NODE_120_length_97639_cov_40.155591	310.552444444444	5	51.2233840985672	97639
NODE_121_length_96272_cov_40.433564	311.089888888889	5	52.9281618746884	96272
NODE_122_length_95780_cov_39.853544	308.844555555556	5	51.717477552725	95780
NODE_123_length_94091_cov_40.053329	309.863666666667	5	52.5682583881561	94091
